Player,Season,TeamID,TeamName,FirstName,LastName,AdditionalName,Rk,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zach Kocur,2017,1102,Air Force,Zach,Kocur,,4,33,32,25.4,3.4,7.5,0.44799999999999995,1.5,2.6,0.588,1.8,4.9,0.374,1.1,1.7,0.6609999999999999,0.9,3.4,4.3,2.0,0.8,0.0,1.5,2.4,9.7
Trevor Lyons,2017,1102,Air Force,Trevor,Lyons,,5,33,17,25.7,2.4,6.2,0.387,1.8,4.3,0.415,0.6,1.9,0.32299999999999995,2.0,2.8,0.691,0.5,2.8,3.2,2.4,1.4,0.0,1.2,1.7,7.4
Ryan Manning,2017,1102,Air Force,Ryan,Manning,,6,31,4,14.0,2.3,5.2,0.444,1.2,2.2,0.552,1.1,3.0,0.366,0.6,0.9,0.679,0.6,1.2,1.9,0.5,0.4,0.0,0.6,0.8,6.3
Lavelle Scottie,2017,1102,Air Force,Lavelle,Scottie,,7,33,4,14.3,1.8,4.2,0.442,1.5,3.5,0.447,0.3,0.7,0.41700000000000004,1.4,2.0,0.6920000000000001,0.7,2.5,3.2,0.9,0.4,0.3,0.8,1.4,5.4
Brendan Leonard,2017,1102,Air Force,Brendan,Leonard,,8,2,0,5.0,1.5,3.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.0,0.5,4.0
Dane Norman,2017,1102,Air Force,Dane,Norman,,9,21,2,10.6,1.2,2.7,0.439,0.8,1.9,0.41,0.4,0.9,0.5,0.8,1.0,0.8,1.3,1.5,2.8,0.4,0.1,0.1,0.8,1.8,3.6
C.J. Siples,2017,1102,Air Force,C.J.,Siples,,10,30,8,14.7,1.0,3.1,0.315,0.6,1.8,0.33299999999999996,0.4,1.3,0.289,0.7,1.4,0.524,0.3,1.7,2.0,1.3,0.7,0.2,0.8,1.4,3.0
Pervis Louder,2017,1102,Air Force,Pervis,Louder,,11,24,1,8.4,0.9,2.4,0.379,0.6,1.7,0.375,0.3,0.8,0.389,0.8,1.5,0.514,0.3,0.8,1.0,0.5,0.3,0.1,0.9,1.2,2.9
Sid Tomes,2017,1102,Air Force,Sid,Tomes,,12,17,5,10.6,0.9,2.7,0.348,0.4,0.9,0.4,0.6,1.8,0.32299999999999995,0.4,0.5,0.875,0.0,1.1,1.1,0.8,0.4,0.0,0.4,0.9,2.9
Caleb Morris,2017,1102,Air Force,Caleb,Morris,,13,13,0,7.5,0.5,2.2,0.25,0.5,1.1,0.429,0.1,1.1,0.071,1.2,1.5,0.8420000000000001,0.2,0.9,1.2,0.5,0.2,0.1,0.4,0.5,2.4
Ryan Swan-Ford,2017,1102,Air Force,Ryan,Swan-Ford,,14,9,0,5.6,0.8,1.7,0.467,0.7,1.2,0.545,0.1,0.4,0.25,0.2,0.2,1.0,0.7,0.3,1.0,0.1,0.1,0.0,0.6,0.8,1.9
Jonathan DeWane,2017,1102,Air Force,Jonathan,DeWane,,15,10,0,2.4,0.2,0.8,0.25,0.1,0.5,0.2,0.1,0.3,0.33299999999999996,0.6,0.8,0.75,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.4,1.1
LeSean Brown,2017,1102,Air Force,LeSean,Brown,,16,13,0,3.9,0.3,0.6,0.5,0.2,0.5,0.5,0.1,0.2,0.5,0.2,0.5,0.28600000000000003,0.1,0.8,0.8,0.3,0.2,0.0,0.1,0.2,0.8
Kyle Broekhuis,2017,1102,Air Force,Kyle,Broekhuis,,17,13,0,7.0,0.2,1.3,0.17600000000000002,0.2,1.0,0.231,0.0,0.3,0.0,0.2,0.2,1.0,0.4,0.9,1.3,0.3,0.1,0.2,0.5,0.8,0.6
Keegan Culp,2017,1102,Air Force,Keegan,Culp,,18,4,0,1.8,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.3,0.0
Danny Hummer,2017,1102,Air Force,Danny,Hummer,,19,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavelle Scottie,2018,1102,Air Force,Lavelle,Scottie,,1,31,28,26.6,4.7,10.2,0.457,3.5,6.8,0.509,1.2,3.4,0.35200000000000004,1.6,2.2,0.725,1.5,2.9,4.4,1.4,0.7,0.5,2.2,2.3,12.2
Trevor Lyons,2018,1102,Air Force,Trevor,Lyons,,2,31,30,32.6,3.1,7.8,0.39299999999999996,2.0,4.9,0.405,1.1,2.9,0.371,2.2,3.0,0.7340000000000001,0.6,4.1,4.7,3.3,1.4,0.1,2.1,2.2,9.4
Ryan Swan-Ford,2018,1102,Air Force,Ryan,Swan-Ford,,3,31,18,21.2,3.3,6.9,0.47700000000000004,2.6,5.4,0.488,0.7,1.5,0.43799999999999994,2.0,2.6,0.7440000000000001,1.7,2.8,4.5,1.4,0.6,0.5,1.1,2.3,9.2
Pervis Louder,2018,1102,Air Force,Pervis,Louder,,4,16,5,18.2,2.2,5.8,0.38,1.7,3.4,0.491,0.5,2.3,0.21600000000000003,1.4,2.2,0.657,0.6,1.8,2.4,1.8,0.5,0.2,1.4,2.3,6.3
Ryan Manning,2018,1102,Air Force,Ryan,Manning,,5,28,14,15.9,2.1,5.4,0.382,1.0,1.9,0.528,1.1,3.5,0.303,1.0,1.4,0.763,0.9,2.1,3.0,0.5,0.4,0.2,0.9,1.3,6.3
Jacob Van,2018,1102,Air Force,Jacob,Van,,6,31,10,15.5,1.4,4.0,0.358,0.6,1.7,0.34600000000000003,0.8,2.3,0.366,1.5,1.7,0.889,0.1,1.0,1.2,1.1,0.5,0.1,1.1,1.0,5.2
Caleb Morris,2018,1102,Air Force,Caleb,Morris,,7,23,1,12.1,1.7,3.9,0.433,0.9,1.7,0.5529999999999999,0.8,2.3,0.34600000000000003,0.7,1.0,0.708,0.3,2.0,2.3,0.9,0.1,0.1,0.6,1.2,4.9
Frank Toohey,2018,1102,Air Force,Frank,Toohey,,8,31,14,13.7,1.5,3.5,0.42100000000000004,1.0,2.3,0.429,0.5,1.2,0.405,1.5,1.8,0.836,1.2,1.4,2.6,0.8,0.4,0.3,1.0,2.1,4.9
Sid Tomes,2018,1102,Air Force,Sid,Tomes,,9,29,11,17.5,1.6,4.2,0.38799999999999996,0.6,1.1,0.5,1.1,3.1,0.348,0.4,0.6,0.688,0.3,1.3,1.6,1.2,0.7,0.1,0.8,1.2,4.7
Keaton Van Soelen,2018,1102,Air Force,Keaton,Van,Soelen,10,28,12,18.4,1.3,3.2,0.41100000000000003,1.1,1.9,0.574,0.2,1.3,0.16699999999999998,0.7,1.1,0.667,1.0,1.8,2.8,1.1,0.4,0.4,0.8,1.1,3.6
C.J. Siples,2018,1102,Air Force,C.J.,Siples,,11,30,12,14.0,1.3,3.2,0.392,0.9,1.6,0.583,0.3,1.6,0.204,0.3,0.6,0.556,0.3,1.1,1.3,1.5,0.9,0.2,0.9,1.6,3.2
Jonathan DeWane,2018,1102,Air Force,Jonathan,DeWane,,12,21,0,5.2,1.1,2.0,0.5710000000000001,0.9,1.5,0.563,0.3,0.5,0.6,0.4,0.6,0.667,0.3,0.9,1.2,0.3,0.2,0.1,0.2,0.5,3.0
James Edwards,2018,1102,Air Force,James,Edwards,,13,1,0,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Bryce Hughes,2018,1102,Air Force,Bryce,Hughes,,14,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Charles O'Briant,2018,1102,Air Force,Charles,O'Briant,,15,2,0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.0
Dane Norman,2018,1102,Air Force,Dane,Norman,,16,21,0,6.3,0.7,1.5,0.43799999999999994,0.4,0.6,0.615,0.3,0.9,0.316,0.3,0.5,0.6,0.4,1.0,1.3,0.2,0.0,0.0,0.5,1.0,1.9
LeSean Brown,2018,1102,Air Force,LeSean,Brown,,17,14,0,3.1,0.2,0.7,0.3,0.2,0.4,0.5,0.0,0.3,0.0,0.6,0.9,0.615,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.2,1.0
Ameka Akaya,2018,1102,Air Force,Ameka,Akaya,,18,7,0,2.7,0.3,0.7,0.4,0.1,0.6,0.25,0.1,0.1,1.0,0.0,0.0,,0.4,0.1,0.6,0.4,0.1,0.1,0.0,0.1,0.7
Christopher Joyce,2018,1102,Air Force,Christopher,Joyce,,19,10,0,4.6,0.2,1.3,0.154,0.1,0.6,0.16699999999999998,0.1,0.7,0.14300000000000002,0.1,0.4,0.25,0.3,0.4,0.7,0.5,0.1,0.0,0.1,0.3,0.6
Kobi Betts,2018,1102,Air Force,Kobi,Betts,,20,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavelle Scottie,2019,1102,Air Force,Lavelle,Scottie,,1,32,29,31.4,6.3,13.0,0.48700000000000004,5.3,9.5,0.556,1.0,3.5,0.297,1.7,2.8,0.607,1.3,4.3,5.6,1.3,0.7,0.3,3.0,2.1,15.3
Ryan Swan-Ford,2019,1102,Air Force,Ryan,Swan-Ford,,2,31,27,27.5,4.6,8.5,0.5379999999999999,3.6,5.9,0.612,1.0,2.6,0.37,2.5,3.6,0.688,2.6,4.5,7.1,1.8,0.8,0.4,2.2,2.4,12.6
A.J. Walker,2019,1102,Air Force,A.J.,Walker,,3,32,22,26.3,3.0,7.3,0.41200000000000003,1.9,4.5,0.42,1.1,2.8,0.4,1.4,2.0,0.703,0.1,1.8,1.9,2.5,0.8,0.1,1.5,2.4,8.5
Christopher Joyce,2019,1102,Air Force,Christopher,Joyce,,4,32,11,21.4,2.6,6.6,0.4,1.5,3.3,0.449,1.1,3.2,0.35,1.2,1.7,0.685,0.4,2.9,3.3,1.6,0.3,0.2,1.0,1.7,7.5
Caleb Morris,2019,1102,Air Force,Caleb,Morris,,5,28,16,24.3,2.3,5.4,0.433,0.7,1.3,0.541,1.6,4.0,0.39799999999999996,0.9,1.1,0.867,0.1,2.9,3.0,1.5,0.5,0.1,1.3,2.0,7.2
Ameka Akaya,2019,1102,Air Force,Ameka,Akaya,,6,29,4,11.0,1.7,2.9,0.588,1.4,2.2,0.631,0.3,0.7,0.45,0.6,0.7,0.8,0.4,1.4,1.8,0.5,0.1,0.0,1.0,1.1,4.3
Sid Tomes,2019,1102,Air Force,Sid,Tomes,,7,32,21,23.2,1.5,4.7,0.318,0.8,1.6,0.51,0.7,3.1,0.22,0.4,0.8,0.56,0.2,2.7,2.9,2.3,0.5,0.1,0.9,2.1,4.1
Keaton Van Soelen,2019,1102,Air Force,Keaton,Van,Soelen,8,32,20,21.1,1.6,3.6,0.439,1.3,2.4,0.519,0.3,1.2,0.27,0.7,1.0,0.688,0.9,2.1,3.0,0.9,0.5,0.3,0.8,1.5,4.1
Pervis Louder,2019,1102,Air Force,Pervis,Louder,,9,31,10,13.8,1.4,2.9,0.467,1.1,1.8,0.596,0.3,1.1,0.242,0.6,1.1,0.606,0.3,1.3,1.6,1.0,0.4,0.2,1.0,1.4,3.6
Charles O'Briant,2019,1102,Air Force,Charles,O'Briant,,10,2,0,6.0,1.5,2.5,0.6,1.5,2.5,0.6,0.0,0.0,,0.0,0.5,0.0,1.0,1.5,2.5,0.0,0.0,0.0,1.5,1.5,3.0
LeSean Brown,2019,1102,Air Force,LeSean,Brown,,11,13,0,9.0,0.7,2.2,0.321,0.5,1.2,0.375,0.2,0.9,0.25,1.2,1.5,0.789,0.2,1.1,1.2,0.7,0.2,0.0,0.4,0.8,2.8
Abe Kinrade,2019,1102,Air Force,Abe,Kinrade,,12,19,0,3.4,0.4,0.9,0.444,0.3,0.7,0.429,0.1,0.2,0.5,0.3,0.4,0.857,0.2,0.7,0.9,0.1,0.1,0.1,0.1,0.3,1.3
Bryce Hughes,2019,1102,Air Force,Bryce,Hughes,,13,9,0,2.2,0.1,0.2,0.5,0.1,0.2,0.5,0.0,0.0,,0.4,1.0,0.444,0.0,0.3,0.3,0.3,0.1,0.0,0.0,0.1,0.7
Nick Rene,2019,1102,Air Force,Nick,Rene,,14,4,0,2.5,0.3,1.0,0.25,0.3,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.5
Zach Couper,2019,1102,Air Force,Zach,Couper,,15,9,0,1.9,0.1,0.4,0.25,0.1,0.1,1.0,0.0,0.3,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4
James Edwards,2019,1102,Air Force,James,Edwards,,16,7,0,1.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.3
Isaac Monson,2019,1102,Air Force,Isaac,Monson,,17,9,0,2.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.1,0.4,0.25,0.3,0.3,0.7,0.0,0.0,0.0,0.1,0.2,0.1
Pat Forsythe,2015,1103,Akron,Pat,Forsythe,,1,33,29,22.2,4.0,7.2,0.5589999999999999,4.0,7.0,0.5670000000000001,0.0,0.2,0.2,1.9,3.3,0.593,2.2,2.8,4.9,1.0,0.6,1.3,1.5,2.4,10.0
Demetrius Treadwell,2015,1103,Akron,Demetrius,Treadwell,,2,1,1,28.0,4.0,7.0,0.5710000000000001,4.0,7.0,0.5710000000000001,0.0,0.0,,2.0,6.0,0.33299999999999996,3.0,10.0,13.0,3.0,0.0,0.0,2.0,1.0,10.0
Adedeji Ibitayo,2015,1103,Akron,Adedeji,Ibitayo,,3,34,3,19.4,3.1,6.9,0.451,2.0,3.9,0.508,1.1,3.0,0.376,2.6,3.6,0.7440000000000001,1.1,2.0,3.1,1.0,0.9,0.4,1.1,2.2,9.9
Noah Robotham,2015,1103,Akron,Noah,Robotham,,4,26,25,30.6,3.3,8.5,0.387,1.8,4.3,0.414,1.5,4.3,0.36,1.7,2.3,0.75,0.5,2.2,2.7,3.3,1.3,0.0,2.3,1.5,9.9
Kwan Cheatham,2015,1103,Akron,Kwan,Cheatham,,5,35,30,23.6,2.9,7.8,0.368,1.5,3.5,0.418,1.4,4.3,0.327,0.8,1.3,0.644,1.1,3.8,5.0,1.5,0.4,1.1,1.7,2.3,7.9
Reggie McAdams,2015,1103,Akron,Reggie,McAdams,,6,35,10,18.5,2.3,5.4,0.429,0.5,0.9,0.516,1.9,4.5,0.41100000000000003,0.5,0.7,0.7829999999999999,0.6,1.4,2.0,0.6,0.6,0.4,0.2,1.1,7.0
Antino Jackson,2015,1103,Akron,Antino,Jackson,,7,35,10,17.1,2.2,6.1,0.355,1.1,2.6,0.413,1.1,3.5,0.311,0.8,1.1,0.73,0.3,1.2,1.5,1.6,0.6,0.0,1.5,1.7,6.2
Jake Kretzer,2015,1103,Akron,Jake,Kretzer,,8,34,12,23.8,1.7,4.2,0.39899999999999997,0.4,0.8,0.5379999999999999,1.3,3.4,0.368,0.9,1.0,0.914,1.2,2.8,4.0,1.1,0.8,0.1,0.6,2.3,5.6
Isaiah Johnson,2015,1103,Akron,Isaiah,Johnson,,9,34,9,18.4,1.9,4.0,0.48100000000000004,1.9,4.0,0.48100000000000004,0.0,0.0,,1.5,2.7,0.5589999999999999,1.5,2.6,4.1,0.9,0.4,1.1,1.3,1.9,5.4
Nyles Evans,2015,1103,Akron,Nyles,Evans,,10,35,34,19.3,1.7,4.5,0.376,0.8,1.8,0.435,0.9,2.7,0.337,0.5,0.7,0.696,0.5,2.1,2.5,1.6,0.9,0.0,0.9,1.8,4.7
B.J. Gladden,2015,1103,Akron,B.J.,Gladden,,11,28,11,9.7,1.0,2.5,0.4,0.9,2.0,0.42100000000000004,0.1,0.5,0.308,0.7,1.3,0.556,0.7,0.9,1.6,0.4,0.3,0.1,0.9,1.0,2.9
Aaron Jackson,2015,1103,Akron,Aaron,Jackson,,12,29,1,9.3,1.0,2.9,0.32899999999999996,0.4,1.0,0.36700000000000005,0.6,1.9,0.309,0.2,0.7,0.368,0.5,1.0,1.5,0.2,0.3,0.0,0.5,1.2,2.8
Malcolm Walters,2015,1103,Akron,Malcolm,Walters,,13,14,0,4.2,0.1,0.8,0.182,0.1,0.3,0.25,0.1,0.5,0.14300000000000002,0.2,0.6,0.375,0.1,0.4,0.5,0.4,0.1,0.1,0.6,0.7,0.6
Ricardo Hill,2015,1103,Akron,Ricardo,Hill,,14,8,0,2.3,0.1,0.5,0.25,0.1,0.3,0.5,0.0,0.3,0.0,0.1,0.3,0.5,0.1,0.3,0.4,0.0,0.3,0.0,0.0,0.0,0.4
Mark Noble,2015,1103,Akron,Mark,Noble,,15,6,0,2.0,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.2,0.5,0.0,0.2,0.0,0.0,0.5,0.0
Isaiah Johnson,2016,1103,Akron,Isaiah,Johnson,,1,35,10,25.4,5.0,8.7,0.574,4.9,8.5,0.581,0.0,0.1,0.2,3.7,6.1,0.598,2.7,4.9,7.6,1.6,0.5,1.3,1.5,2.4,13.6
Antino Jackson,2016,1103,Akron,Antino,Jackson,,2,35,31,27.9,4.0,10.5,0.377,2.0,5.0,0.408,1.9,5.6,0.349,1.9,2.3,0.815,0.6,2.6,3.1,3.4,1.1,0.0,2.2,2.3,11.8
Reggie McAdams,2016,1103,Akron,Reggie,McAdams,,3,35,35,26.5,3.6,8.4,0.425,0.8,1.6,0.491,2.8,6.8,0.41,1.5,2.1,0.722,1.1,3.0,4.0,0.9,0.7,0.3,0.7,2.0,11.4
Noah Robotham,2016,1103,Akron,Noah,Robotham,,4,29,27,31.8,3.1,7.6,0.41600000000000004,1.2,2.7,0.44299999999999995,1.9,4.8,0.4,1.4,1.9,0.75,0.4,2.3,2.8,3.7,1.2,0.1,1.4,1.8,9.7
Pat Forsythe,2016,1103,Akron,Pat,Forsythe,,5,22,19,19.7,3.5,7.1,0.484,3.5,7.1,0.48700000000000004,0.0,0.0,0.0,1.7,2.6,0.667,1.6,3.2,4.9,0.6,0.7,1.4,1.5,2.3,8.6
Jake Kretzer,2016,1103,Akron,Jake,Kretzer,,6,34,8,25.0,2.6,6.1,0.431,0.5,0.9,0.5,2.2,5.2,0.418,0.8,0.9,0.871,1.0,3.1,4.1,1.3,0.6,0.1,0.6,2.2,8.3
Kwan Cheatham,2016,1103,Akron,Kwan,Cheatham,,7,35,34,22.5,2.5,6.7,0.37,1.4,3.5,0.405,1.1,3.3,0.33299999999999996,1.1,1.7,0.667,1.3,3.7,4.9,1.6,0.2,1.0,1.3,2.6,7.2
Josh Williams,2016,1103,Akron,Josh,Williams,,8,34,5,18.9,2.2,5.4,0.40399999999999997,0.5,1.3,0.37200000000000005,1.7,4.1,0.414,0.6,0.8,0.769,0.5,2.0,2.5,1.4,0.4,0.1,1.4,1.3,6.6
Aaron Jackson,2016,1103,Akron,Aaron,Jackson,,9,29,6,9.8,0.9,2.3,0.40299999999999997,0.6,1.1,0.516,0.4,1.2,0.306,0.7,0.9,0.7040000000000001,0.6,0.6,1.2,0.4,0.2,0.1,0.4,1.4,2.9
Jimond Ivey,2016,1103,Akron,Jimond,Ivey,,10,32,0,8.6,0.9,2.3,0.40299999999999997,0.8,1.5,0.49,0.2,0.7,0.217,0.6,1.0,0.5760000000000001,0.3,1.3,1.6,0.7,0.3,0.1,0.6,0.9,2.6
Carlitos Anderson,2016,1103,Akron,Carlitos,Anderson,,11,5,0,2.6,0.2,0.2,1.0,0.0,0.0,,0.2,0.2,1.0,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.0,0.0,0.0,0.6
Mark Noble,2016,1103,Akron,Mark,Noble,,12,5,0,2.8,0.2,0.6,0.33299999999999996,0.2,0.4,0.5,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.4,0.4
Peter Agba,2016,1103,Akron,Peter,Agba,,13,1,0,10.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Daniel Utomi,2016,1103,Akron,Daniel,Utomi,,14,2,0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Isaiah Johnson,2017,1103,Akron,Isaiah,Johnson,,1,36,36,29.9,6.2,9.9,0.625,6.2,9.9,0.628,0.0,0.1,0.0,4.2,7.2,0.5870000000000001,2.9,4.3,7.1,2.9,0.5,0.9,2.3,2.6,16.6
Kwan Cheatham,2017,1103,Akron,Kwan,Cheatham,,2,36,35,28.6,3.8,9.2,0.41,1.6,3.6,0.45,2.2,5.6,0.384,1.3,1.6,0.797,1.5,5.7,7.2,1.8,0.5,1.0,1.5,2.7,11.0
Jimond Ivey,2017,1103,Akron,Jimond,Ivey,,3,36,28,29.2,3.5,6.8,0.52,2.6,4.0,0.65,0.9,2.8,0.337,2.2,2.9,0.767,1.4,4.4,5.8,2.0,1.1,0.3,1.4,2.5,10.2
Antino Jackson,2017,1103,Akron,Antino,Jackson,,4,35,26,23.4,2.9,7.1,0.408,1.5,3.0,0.5,1.4,4.1,0.34,1.6,2.2,0.718,0.4,1.8,2.2,2.3,0.9,0.1,1.7,1.9,8.8
Noah Robotham,2017,1103,Akron,Noah,Robotham,,5,33,32,29.7,2.6,6.4,0.401,1.1,2.7,0.41600000000000004,1.5,3.7,0.39,2.2,2.8,0.7929999999999999,0.3,1.8,2.1,3.0,0.8,0.0,1.3,1.8,8.8
Josh Williams,2017,1103,Akron,Josh,Williams,,6,35,9,21.9,2.5,6.5,0.38799999999999996,0.5,1.1,0.5,2.0,5.4,0.365,0.5,0.8,0.643,0.6,1.3,1.9,0.7,0.5,0.0,1.1,1.6,7.5
Daniel Utomi,2017,1103,Akron,Daniel,Utomi,,7,30,2,9.6,1.5,3.4,0.446,0.6,1.3,0.48700000000000004,0.9,2.1,0.419,0.9,1.3,0.6920000000000001,0.2,1.0,1.2,0.3,0.3,0.1,0.6,1.0,4.8
Aaron Jackson,2017,1103,Akron,Aaron,Jackson,,8,32,9,13.2,1.4,3.2,0.436,0.5,1.0,0.515,0.8,2.1,0.397,0.6,0.9,0.679,0.6,1.3,1.8,0.6,0.4,0.1,0.6,1.4,4.2
Tavian Dunn-Martin,2017,1103,Akron,Tavian,Dunn-Martin,,9,36,1,10.7,1.4,3.5,0.389,0.4,1.1,0.42100000000000004,0.9,2.4,0.375,0.4,0.5,0.778,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.0,4.0
Emmanuel Olojakpoke,2017,1103,Akron,Emmanuel,Olojakpoke,,10,33,1,5.9,1.1,1.5,0.6859999999999999,1.1,1.5,0.6859999999999999,0.0,0.0,,0.3,0.5,0.5,0.5,0.8,1.4,0.0,0.1,0.6,0.2,1.5,2.4
Craig Eubanks,2017,1103,Akron,Craig,Eubanks,,11,4,0,6.5,0.8,1.3,0.6,0.3,0.3,1.0,0.5,1.0,0.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.8,0.0,2.0
Michael Hughes,2017,1103,Akron,Michael,Hughes,,12,20,1,7.3,0.6,1.2,0.45799999999999996,0.6,1.2,0.45799999999999996,0.0,0.0,,0.7,1.0,0.65,0.4,0.8,1.2,0.4,0.3,0.5,0.5,1.3,1.8
Mark Noble,2017,1103,Akron,Mark,Noble,,13,4,0,1.5,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,0.0,0.3,0.3,0.5
Marquelle McIntyre,2017,1103,Akron,Marquelle,McIntyre,,14,4,0,1.3,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,,0.3,0.5,0.5,0.3,0.5,0.8,0.3,0.0,0.0,0.5,0.0,0.3
Carlitos Anderson,2017,1103,Akron,Carlitos,Anderson,,15,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
Daniel Utomi,2018,1103,Akron,Daniel,Utomi,,1,32,31,34.5,5.5,12.2,0.45,2.7,5.3,0.512,2.8,6.8,0.402,3.0,3.9,0.77,1.0,4.3,5.3,1.9,0.9,0.3,2.1,2.3,16.7
Malcolm Duvivier,2018,1103,Akron,Malcolm,Duvivier,,2,32,32,32.5,5.0,12.8,0.39,2.3,5.5,0.41100000000000003,2.7,7.3,0.373,1.6,2.5,0.6459999999999999,0.3,2.2,2.5,3.1,0.8,0.2,3.0,2.9,14.3
Jimond Ivey,2018,1103,Akron,Jimond,Ivey,,3,32,32,33.1,4.4,11.1,0.4,2.5,5.5,0.46299999999999997,1.9,5.6,0.33899999999999997,2.3,3.0,0.763,1.2,4.5,5.7,3.5,1.1,0.4,2.4,2.7,13.1
Eric Parrish,2018,1103,Akron,Eric,Parrish,,4,32,21,27.0,3.4,6.5,0.517,2.7,4.3,0.616,0.7,2.2,0.324,1.3,2.1,0.621,1.6,3.1,4.7,1.4,1.2,0.2,1.4,2.3,8.8
Virshon Cotton,2018,1103,Akron,Virshon,Cotton,,5,29,6,20.5,2.0,5.6,0.36200000000000004,0.8,2.2,0.344,1.3,3.4,0.374,1.9,2.6,0.757,0.1,1.9,2.0,1.8,0.7,0.0,2.0,1.4,7.3
Emmanuel Olojakpoke,2018,1103,Akron,Emmanuel,Olojakpoke,,6,15,14,19.7,2.7,4.3,0.615,2.7,4.3,0.625,0.0,0.1,0.0,0.9,1.9,0.483,1.9,2.2,4.1,0.4,0.5,1.7,0.7,3.3,6.3
Jaden Sayles,2018,1103,Akron,Jaden,Sayles,,7,16,1,14.6,1.6,2.5,0.65,1.6,2.5,0.65,0.0,0.0,,1.9,2.6,0.732,0.4,1.3,1.7,0.3,0.1,0.3,0.8,0.9,5.1
Torrey Patton,2018,1103,Akron,Torrey,Patton,,8,32,7,16.0,1.2,2.5,0.488,1.1,2.0,0.563,0.1,0.5,0.188,0.8,1.3,0.619,1.2,2.0,3.1,0.5,0.5,0.0,0.7,1.8,3.3
Mark Kostelac,2018,1103,Akron,Mark,Kostelac,,9,30,11,12.3,1.0,2.0,0.49200000000000005,1.0,2.0,0.49200000000000005,0.0,0.0,,0.2,0.4,0.5,0.6,1.1,1.7,0.3,0.3,0.4,1.0,3.0,2.2
Lucas Smith,2018,1103,Akron,Lucas,Smith,,10,25,5,11.4,0.4,1.6,0.25,0.2,0.7,0.353,0.2,0.9,0.174,0.4,0.6,0.667,0.8,1.7,2.4,0.3,0.2,0.0,0.4,2.0,1.4
Craig Eubanks,2018,1103,Akron,Craig,Eubanks,,11,6,0,5.5,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.0,0.0,,0.0,1.2,1.2,0.3,0.0,0.2,0.3,0.2,0.5
Sina Gbadebo,2018,1103,Akron,Sina,Gbadebo,,12,17,0,4.5,0.2,0.5,0.375,0.1,0.2,0.667,0.1,0.3,0.2,0.0,0.1,0.0,0.2,0.2,0.4,0.4,0.0,0.0,0.3,0.4,0.4
